Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
12 35020 0 1 1 5 2 J 1 1 1 900 
12 35020 0 1 2 2 2 J 1 1 1 726 
12 35020 0 1 3 5 1 F 0 0 1 695 
12 35020 0 1 4 2 2 J 1 1 1 572 
12 35020 0 1 5 8 2 F 0 1 0 586 
12 35020 0 1 6 5 2 J 1 1 1 634 
12 35020 0 1 7 8 2 J 1 1 1 729 
12 35020 0 1 8 5 1 F 0 0 1 666 
12 35020 0 1 9 2 2 J 1 1 1 529 
12 35020 0 1 10 8 2 J 1 1 1 529 
12 35020 0 1 11 8 2 J 1 1 1 521 
12 35020 0 1 12 2 2 J 1 1 1 487 
12 35020 0 1 13 5 2 J 1 1 1 555 
12 35020 0 1 14 8 2 F 0 1 0 817 
12 35020 0 1 15 5 2 J 1 1 1 548 
12 35020 0 1 16 2 2 J 1 1 1 463 
12 35020 0 1 17 5 2 J 1 1 1 460 
12 35020 0 1 18 5 2 J 1 1 1 589 
12 35020 0 1 19 5 2 J 1 1 1 562 
12 35020 0 1 20 8 2 J 1 1 1 426 
12 35020 0 1 21 2 2 J 1 1 1 472 
12 35020 0 1 22 5 2 J 1 1 1 492 
12 35020 0 1 23 5 2 J 1 1 1 397 
12 35020 0 1 24 2 2 J 1 1 1 418 
12 35020 0 1 25 8 2 F 0 1 0 728 
12 35020 0 1 26 2 2 J 1 1 1 447 
12 35020 0 1 27 8 1 J 1 0 0 479 
12 35020 0 1 28 2 2 J 1 1 1 512 
12 35020 0 1 29 8 1 J 1 0 0 1150 
12 35020 0 1 30 5 2 J 1 1 1 558 
12 35020 0 1 31 2 1 F 0 0 1 615 
12 35020 0 1 32 8 2 J 1 1 1 759 
12 35020 0 1 33 8 2 J 1 1 1 625 
12 35020 0 1 34 5 2 J 1 1 1 547 
12 35020 0 1 35 2 2 J 1 1 1 424 
12 35020 0 1 36 5 2 J 1 1 1 565 
12 35020 0 1 37 5 2 J 1 1 1 477 
12 35020 0 1 38 5 2 J 1 1 1 604 
12 35020 0 1 39 2 2 J 1 1 1 520 
12 35020 0 1 40 2 2 J 1 1 1 536 
12 35020 0 1 41 2 2 J 1 1 1 430 
12 35020 0 1 42 8 2 J 1 1 1 536 
12 35020 0 1 43 8 2 J 1 1 1 445 
12 35020 0 1 44 8 2 J 1 1 1 427 
12 35020 0 1 45 8 2 J 1 1 1 497 
12 35020 0 1 46 8 2 J 1 1 1 635 
12 35020 0 1 47 2 2 J 1 1 1 446 
12 35020 0 1 48 8 2 J 1 1 1 649 
12 35020 0 1 49 2 2 J 1 1 1 439 
12 35020 0 1 50 5 2 J 1 1 1 502 
12 35020 0 1 51 8 1 F 0 0 1 951 
12 35020 0 1 52 2 2 J 1 1 1 534 
12 35020 0 1 53 5 1 F 0 0 1 806 
12 35020 0 1 54 5 2 J 1 1 1 780 
12 35020 0 1 55 2 1 F 0 0 1 933 
12 35020 0 1 56 2 2 J 1 1 1 544 
12 35020 0 1 57 5 2 J 1 1 1 761 
12 35020 0 1 58 2 1 F 0 0 1 806 
12 35020 0 1 59 8 2 J 1 1 1 557 
12 35020 0 1 60 8 2 J 1 1 1 569 
