Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
15 16619 2 1 1 5 2 J 1 1 1 986 
15 16619 2 1 2 8 1 F 0 0 1 623 
15 16619 2 1 3 5 1 F 0 0 1 730 
15 16619 2 1 4 5 2 J 1 1 1 903 
15 16619 2 1 5 8 2 J 1 1 1 761 
15 16619 2 1 6 2 2 J 1 1 1 675 
15 16619 2 1 7 5 1 F 0 0 1 560 
15 16619 2 1 8 5 2 J 1 1 1 650 
15 16619 2 1 9 8 1 F 0 0 1 946 
15 16619 2 1 10 5 2 J 1 1 1 676 
15 16619 2 1 11 2 1 F 0 0 1 442 
15 16619 2 1 12 8 1 F 0 0 1 711 
15 16619 2 1 13 5 2 J 1 1 1 892 
15 16619 2 1 14 8 2 J 1 1 1 1472 
15 16619 2 1 15 8 2 J 1 1 1 591 
15 16619 2 1 16 5 1 F 0 0 1 536 
15 16619 2 1 17 2 1 F 0 0 1 643 
15 16619 2 1 18 2 1 F 0 0 1 440 
15 16619 2 1 19 8 2 J 1 1 1 784 
15 16619 2 1 20 2 2 J 1 1 1 647 
15 16619 2 1 21 2 2 J 1 1 1 432 
15 16619 2 1 22 5 2 J 1 1 1 664 
15 16619 2 1 23 5 2 J 1 1 1 549 
15 16619 2 1 24 5 1 F 0 0 1 1254 
15 16619 2 1 25 2 2 J 1 1 1 708 
15 16619 2 1 26 2 2 J 1 1 1 416 
15 16619 2 1 27 5 1 F 0 0 1 617 
15 16619 2 1 28 8 2 J 1 1 1 586 
15 16619 2 1 29 8 2 J 1 1 1 793 
15 16619 2 1 30 8 2 J 1 1 1 715 
15 16619 2 1 31 5 1 F 0 0 1 566 
15 16619 2 1 32 2 2 J 1 1 1 537 
15 16619 2 1 33 5 2 J 1 1 1 492 
15 16619 2 1 34 8 1 F 0 0 1 691 
15 16619 2 1 35 2 1 F 0 0 1 837 
15 16619 2 1 36 8 1 F 0 0 1 653 
15 16619 2 1 37 8 1 F 0 0 1 932 
15 16619 2 1 38 2 2 J 1 1 1 736 
15 16619 2 1 39 5 2 J 1 1 1 961 
15 16619 2 1 40 2 1 F 0 0 1 708 
15 16619 2 1 41 5 2 J 1 1 1 854 
15 16619 2 1 42 5 1 F 0 0 1 702 
15 16619 2 1 43 8 2 F 0 1 0 1134 
15 16619 2 1 44 2 1 F 0 0 1 716 
15 16619 2 1 45 8 1 F 0 0 1 775 
15 16619 2 1 46 2 2 J 1 1 1 727 
15 16619 2 1 47 2 2 J 1 1 1 553 
15 16619 2 1 48 5 1 F 0 0 1 501 
15 16619 2 1 49 2 1 F 0 0 1 706 
15 16619 2 1 50 5 1 F 0 0 1 822 
15 16619 2 1 51 2 1 F 0 0 1 646 
15 16619 2 1 52 8 1 F 0 0 1 565 
15 16619 2 1 53 2 2 J 1 1 1 695 
15 16619 2 1 54 8 1 F 0 0 1 587 
15 16619 2 1 55 8 1 F 0 0 1 877 
15 16619 2 1 56 5 1 F 0 0 1 786 
15 16619 2 1 57 8 2 J 1 1 1 906 
15 16619 2 1 58 8 2 F 0 1 0 565 
15 16619 2 1 59 2 1 F 0 0 1 607 
15 16619 2 1 60 2 1 F 0 0 1 591 
15 16619 4 2 1 5 1 J 1 0 0 788 
15 16619 4 2 2 2 1 F 0 0 1 1745 
15 16619 4 2 3 2 2 J 1 1 1 861 
15 16619 4 2 4 5 1 F 0 0 1 688 
15 16619 4 2 5 2 1 F 0 0 1 870 
15 16619 4 2 6 8 1 F 0 0 1 883 
15 16619 4 2 7 8 1 F 0 0 1 1802 
15 16619 4 2 8 5 1 F 0 0 1 825 
15 16619 4 2 9 5 1 F 0 0 1 942 
15 16619 4 2 10 5 2 J 1 1 1 814 
15 16619 4 2 11 2 1 F 0 0 1 926 
15 16619 4 2 12 2 1 F 0 0 1 680 
15 16619 4 2 13 2 1 F 0 0 1 695 
15 16619 4 2 14 5 2 J 1 1 1 539 
15 16619 4 2 15 8 1 F 0 0 1 804 
15 16619 4 2 16 8 1 F 0 0 1 918 
15 16619 4 2 17 2 1 F 0 0 1 649 
15 16619 4 2 18 2 1 F 0 0 1 754 
15 16619 4 2 19 8 2 J 1 1 1 995 
15 16619 4 2 20 2 2 J 1 1 1 3385 
15 16619 4 2 21 8 2 J 1 1 1 1047 
15 16619 4 2 22 8 1 F 0 0 1 640 
15 16619 4 2 23 8 1 F 0 0 1 894 
15 16619 4 2 24 8 1 F 0 0 1 666 
15 16619 4 2 25 5 1 F 0 0 1 577 
15 16619 4 2 26 8 1 F 0 0 1 673 
15 16619 4 2 27 8 1 F 0 0 1 830 
15 16619 4 2 28 8 1 F 0 0 1 758 
15 16619 4 2 29 5 1 F 0 0 1 664 
15 16619 4 2 30 5 1 F 0 0 1 671 
15 16619 4 2 31 5 1 F 0 0 1 557 
15 16619 4 2 32 5 1 F 0 0 1 710 
15 16619 4 2 33 2 1 F 0 0 1 563 
15 16619 4 2 34 2 1 F 0 0 1 517 
15 16619 4 2 35 5 1 F 0 0 1 490 
15 16619 4 2 36 2 2 F 0 1 0 440 
15 16619 4 2 37 8 2 F 0 1 0 902 
15 16619 4 2 38 8 1 F 0 0 1 1097 
15 16619 4 2 39 8 1 F 0 0 1 598 
15 16619 4 2 40 2 1 F 0 0 1 662 
15 16619 4 2 41 2 1 F 0 0 1 584 
15 16619 4 2 42 2 1 F 0 0 1 514 
15 16619 4 2 43 8 1 J 1 0 0 980 
15 16619 4 2 44 5 1 F 0 0 1 705 
15 16619 4 2 45 2 1 F 0 0 1 622 
15 16619 4 2 46 2 1 F 0 0 1 677 
15 16619 4 2 47 8 1 F 0 0 1 754 
15 16619 4 2 48 8 1 F 0 0 1 1734 
15 16619 4 2 49 2 1 F 0 0 1 568 
15 16619 4 2 50 5 1 F 0 0 1 769 
15 16619 4 2 51 5 2 J 1 1 1 1274 
15 16619 4 2 52 2 1 F 0 0 1 566 
15 16619 4 2 53 8 1 F 0 0 1 1417 
15 16619 4 2 54 5 1 F 0 0 1 551 
15 16619 4 2 55 8 1 F 0 0 1 562 
15 16619 4 2 56 5 1 F 0 0 1 749 
15 16619 4 2 57 2 1 F 0 0 1 731 
15 16619 4 2 58 5 1 F 0 0 1 664 
15 16619 4 2 59 5 1 F 0 0 1 1108 
15 16619 4 2 60 5 1 F 0 0 1 648 
15 16619 0 3 1 2 2 J 1 1 1 463 
15 16619 0 3 2 2 1 F 0 0 1 1097 
15 16619 0 3 3 8 2 F 0 1 0 1230 
15 16619 0 3 4 5 2 J 1 1 1 859 
15 16619 0 3 5 8 2 J 1 1 1 969 
15 16619 0 3 6 8 1 F 0 0 1 777 
15 16619 0 3 7 2 2 J 1 1 1 585 
15 16619 0 3 8 5 1 F 0 0 1 757 
15 16619 0 3 9 2 2 J 1 1 1 1128 
15 16619 0 3 10 2 2 J 1 1 1 610 
15 16619 0 3 11 5 2 J 1 1 1 1218 
15 16619 0 3 12 5 2 J 1 1 1 1157 
15 16619 0 3 13 5 2 J 1 1 1 648 
15 16619 0 3 14 2 2 J 1 1 1 798 
15 16619 0 3 15 5 2 J 1 1 1 615 
15 16619 0 3 16 8 2 J 1 1 1 1448 
15 16619 0 3 17 2 2 J 1 1 1 640 
15 16619 0 3 18 8 2 F 0 1 0 582 
15 16619 0 3 19 2 2 J 1 1 1 604 
15 16619 0 3 20 5 2 J 1 1 1 474 
15 16619 0 3 21 2 1 F 0 0 1 647 
15 16619 0 3 22 2 1 F 0 0 1 533 
15 16619 0 3 23 8 2 J 1 1 1 698 
15 16619 0 3 24 8 2 J 1 1 1 798 
15 16619 0 3 25 8 2 J 1 1 1 752 
15 16619 0 3 26 5 2 J 1 1 1 891 
15 16619 0 3 27 2 2 J 1 1 1 463 
15 16619 0 3 28 5 2 J 1 1 1 583 
15 16619 0 3 29 5 2 F 0 1 0 719 
15 16619 0 3 30 8 2 J 1 1 1 569 
15 16619 0 3 31 2 2 J 1 1 1 598 
15 16619 0 3 32 5 2 J 1 1 1 574 
15 16619 0 3 33 8 1 J 1 0 0 1095 
15 16619 0 3 34 5 1 F 0 0 1 1338 
15 16619 0 3 35 5 2 J 1 1 1 729 
15 16619 0 3 36 5 2 J 1 1 1 695 
15 16619 0 3 37 8 2 J 1 1 1 876 
15 16619 0 3 38 8 2 J 1 1 1 736 
15 16619 0 3 39 2 2 J 1 1 1 579 
15 16619 0 3 40 5 2 J 1 1 1 517 
15 16619 0 3 41 8 2 J 1 1 1 593 
15 16619 0 3 42 2 2 J 1 1 1 394 
15 16619 0 3 43 8 2 J 1 1 1 571 
15 16619 0 3 44 5 2 J 1 1 1 790 
15 16619 0 3 45 5 1 F 0 0 1 711 
15 16619 0 3 46 2 2 J 1 1 1 610 
15 16619 0 3 47 2 2 J 1 1 1 516 
15 16619 0 3 48 5 2 J 1 1 1 839 
15 16619 0 3 49 2 2 J 1 1 1 566 
15 16619 0 3 50 8 2 J 1 1 1 1184 
15 16619 0 3 51 5 2 J 1 1 1 496 
15 16619 0 3 52 8 2 J 1 1 1 1093 
15 16619 0 3 53 5 2 J 1 1 1 431 
15 16619 0 3 54 2 2 J 1 1 1 520 
15 16619 0 3 55 8 2 J 1 1 1 453 
15 16619 0 3 56 8 1 F 0 0 1 589 
15 16619 0 3 57 8 2 J 1 1 1 517 
15 16619 0 3 58 8 2 J 1 1 1 545 
15 16619 0 3 59 2 2 J 1 1 1 564 
15 16619 0 3 60 2 2 J 1 1 1 391 
