Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
18 34582 1 1 1 5 2 J 1 1 1 3697 
18 34582 1 1 2 8 2 J 1 1 1 1066 
18 34582 1 1 3 2 1 F 0 0 1 797 
18 34582 1 1 4 5 1 J 1 0 0 930 
18 34582 1 1 5 5 2 F 0 1 0 812 
18 34582 1 1 6 2 1 F 0 0 1 812 
18 34582 1 1 7 8 2 J 1 1 1 975 
18 34582 1 1 8 5 1 J 1 0 0 1123 
18 34582 1 1 9 5 1 F 0 0 1 922 
18 34582 1 1 10 5 2 J 1 1 1 1516 
18 34582 1 1 11 8 2 J 1 1 1 656 
18 34582 1 1 12 8 2 J 1 1 1 685 
18 34582 1 1 13 8 1 J 1 0 0 653 
18 34582 1 1 14 2 2 J 1 1 1 421 
18 34582 1 1 15 2 2 J 1 1 1 653 
18 34582 1 1 16 8 2 J 1 1 1 672 
18 34582 1 1 17 8 1 F 0 0 1 1589 
18 34582 1 1 18 8 2 J 1 1 1 644 
18 34582 1 1 19 2 2 J 1 1 1 389 
18 34582 1 1 20 2 2 J 1 1 1 632 
18 34582 1 1 21 8 2 J 1 1 1 614 
18 34582 1 1 22 5 2 J 1 1 1 367 
18 34582 1 1 23 5 1 F 0 0 1 878 
18 34582 1 1 24 5 2 J 1 1 1 713 
18 34582 1 1 25 2 2 J 1 1 1 433 
18 34582 1 1 26 2 2 J 1 1 1 342 
18 34582 1 1 27 5 1 J 1 0 0 632 
18 34582 1 1 28 8 1 J 1 0 0 1071 
18 34582 1 1 29 8 1 J 1 0 0 929 
18 34582 1 1 30 8 2 J 1 1 1 726 
18 34582 1 1 31 8 2 F 0 1 0 1464 
18 34582 1 1 32 2 2 J 1 1 1 1000 
18 34582 1 1 33 5 2 J 1 1 1 465 
18 34582 1 1 34 8 2 J 1 1 1 529 
18 34582 1 1 35 2 1 F 0 0 1 1079 
18 34582 1 1 36 5 2 J 1 1 1 851 
18 34582 1 1 37 2 2 F 0 1 0 1080 
18 34582 1 1 38 8 1 J 1 0 0 733 
18 34582 1 1 39 2 2 J 1 1 1 958 
18 34582 1 1 40 5 2 J 1 1 1 526 
18 34582 1 1 41 5 2 F 0 1 0 1626 
18 34582 1 1 42 8 2 J 1 1 1 544 
18 34582 1 1 43 2 1 F 0 0 1 638 
18 34582 1 1 44 2 2 J 1 1 1 752 
18 34582 1 1 45 2 2 F 0 1 0 1107 
18 34582 1 1 46 2 2 J 1 1 1 808 
18 34582 1 1 47 2 2 J 1 1 1 613 
18 34582 1 1 48 8 1 J 1 0 0 547 
18 34582 1 1 49 5 2 J 1 1 1 829 
18 34582 1 1 50 2 1 F 0 0 1 911 
18 34582 1 1 51 2 1 F 0 0 1 750 
18 34582 1 1 52 5 2 J 1 1 1 1259 
18 34582 1 1 53 8 2 J 1 1 1 504 
18 34582 1 1 54 2 2 J 1 1 1 445 
18 34582 1 1 55 5 2 J 1 1 1 588 
18 34582 1 1 56 5 2 J 1 1 1 474 
18 34582 1 1 57 5 2 J 1 1 1 529 
18 34582 1 1 58 5 1 J 1 0 0 419 
18 34582 1 1 59 8 2 J 1 1 1 669 
18 34582 1 1 60 8 2 J 1 1 1 825 
18 34582 2 2 1 2 2 J 1 1 1 2498 
18 34582 2 2 2 5 1 F 0 0 1 1367 
18 34582 2 2 3 5 1 F 0 0 1 1079 
18 34582 2 2 4 5 2 J 1 1 1 1131 
18 34582 2 2 5 2 2 J 1 1 1 885 
18 34582 2 2 6 5 1 J 1 0 0 624 
18 34582 2 2 7 5 1 F 0 0 1 1380 
18 34582 2 2 8 5 1 J 1 0 0 944 
18 34582 2 2 9 8 2 J 1 1 1 712 
18 34582 2 2 10 5 2 F 0 1 0 1645 
18 34582 2 2 11 8 2 J 1 1 1 550 
18 34582 2 2 12 5 2 J 1 1 1 617 
18 34582 2 2 13 5 1 J 1 0 0 669 
18 34582 2 2 14 2 1 F 0 0 1 950 
18 34582 2 2 15 5 1 F 0 0 1 854 
18 34582 2 2 16 8 1 F 0 0 1 647 
18 34582 2 2 17 2 1 F 0 0 1 734 
18 34582 2 2 18 8 2 F 0 1 0 679 
18 34582 2 2 19 8 2 F 0 1 0 863 
18 34582 2 2 20 2 2 J 1 1 1 494 
18 34582 2 2 21 8 2 J 1 1 1 583 
18 34582 2 2 22 8 1 J 1 0 0 664 
18 34582 2 2 23 8 1 J 1 0 0 874 
18 34582 2 2 24 2 1 F 0 0 1 1093 
18 34582 2 2 25 8 1 F 0 0 1 774 
18 34582 2 2 26 5 2 J 1 1 1 934 
18 34582 2 2 27 5 2 F 0 1 0 1201 
18 34582 2 2 28 2 1 F 0 0 1 837 
18 34582 2 2 29 2 2 J 1 1 1 535 
18 34582 2 2 30 8 2 J 1 1 1 727 
18 34582 2 2 31 2 2 J 1 1 1 494 
18 34582 2 2 32 5 2 J 1 1 1 379 
18 34582 2 2 33 2 1 F 0 0 1 821 
18 34582 2 2 34 8 1 F 0 0 1 824 
18 34582 2 2 35 8 2 J 1 1 1 1463 
18 34582 2 2 36 2 2 J 1 1 1 669 
18 34582 2 2 37 2 2 J 1 1 1 671 
18 34582 2 2 38 8 1 J 1 0 0 707 
18 34582 2 2 39 2 1 J 1 0 0 1004 
18 34582 2 2 40 5 2 F 0 1 0 666 
18 34582 2 2 41 5 1 F 0 0 1 1106 
18 34582 2 2 42 8 1 F 0 0 1 1206 
18 34582 2 2 43 2 1 F 0 0 1 721 
18 34582 2 2 44 2 1 F 0 0 1 557 
18 34582 2 2 45 8 1 F 0 0 1 605 
18 34582 2 2 46 2 2 J 1 1 1 871 
18 34582 2 2 47 2 1 F 0 0 1 622 
18 34582 2 2 48 2 2 J 1 1 1 988 
18 34582 2 2 49 5 1 F 0 0 1 1011 
18 34582 2 2 50 2 1 F 0 0 1 614 
18 34582 2 2 51 8 2 F 0 1 0 819 
18 34582 2 2 52 8 1 J 1 0 0 799 
18 34582 2 2 53 5 2 J 1 1 1 872 
18 34582 2 2 54 8 2 J 1 1 1 1424 
18 34582 2 2 55 5 1 J 1 0 0 946 
18 34582 2 2 56 2 2 J 1 1 1 807 
18 34582 2 2 57 5 2 F 0 1 0 1330 
18 34582 2 2 58 8 2 J 1 1 1 831 
18 34582 2 2 59 5 2 J 1 1 1 593 
18 34582 2 2 60 8 1 J 1 0 0 669 
18 34582 3 3 1 5 1 F 0 0 1 1467 
18 34582 3 3 2 2 2 F 0 1 0 2224 
18 34582 3 3 3 5 1 F 0 0 1 1429 
18 34582 3 3 4 2 1 F 0 0 1 812 
18 34582 3 3 5 5 1 F 0 0 1 795 
18 34582 3 3 6 8 1 J 1 0 0 2118 
18 34582 3 3 7 8 1 F 0 0 1 999 
18 34582 3 3 8 5 1 J 1 0 0 1009 
18 34582 3 3 9 2 1 F 0 0 1 614 
18 34582 3 3 10 8 1 F 0 0 1 470 
18 34582 3 3 11 8 1 F 0 0 1 480 
18 34582 3 3 12 2 1 F 0 0 1 873 
18 34582 3 3 13 5 1 F 0 0 1 787 
18 34582 3 3 14 2 2 J 1 1 1 1179 
18 34582 3 3 15 8 1 F 0 0 1 794 
18 34582 3 3 16 5 1 F 0 0 1 655 
18 34582 3 3 17 2 1 F 0 0 1 622 
18 34582 3 3 18 8 1 F 0 0 1 615 
18 34582 3 3 19 8 2 F 0 1 0 616 
18 34582 3 3 20 8 2 F 0 1 0 873 
18 34582 3 3 21 8 2 J 1 1 1 842 
18 34582 3 3 22 8 1 J 1 0 0 489 
18 34582 3 3 23 5 1 F 0 0 1 1329 
18 34582 3 3 24 5 1 F 0 0 1 1232 
18 34582 3 3 25 5 1 F 0 0 1 515 
18 34582 3 3 26 2 2 J 1 1 1 933 
18 34582 3 3 27 2 1 F 0 0 1 728 
18 34582 3 3 28 2 1 F 0 0 1 614 
18 34582 3 3 29 5 1 F 0 0 1 840 
18 34582 3 3 30 2 1 F 0 0 1 773 
18 34582 3 3 31 5 2 F 0 1 0 556 
18 34582 3 3 32 2 1 F 0 0 1 844 
18 34582 3 3 33 5 1 J 1 0 0 796 
18 34582 3 3 34 8 1 F 0 0 1 694 
18 34582 3 3 35 5 2 F 0 1 0 595 
18 34582 3 3 36 8 1 F 0 0 1 721 
18 34582 3 3 37 2 1 F 0 0 1 664 
18 34582 3 3 38 2 2 J 1 1 1 772 
18 34582 3 3 39 5 1 F 0 0 1 907 
18 34582 3 3 40 2 1 F 0 0 1 701 
18 34582 3 3 41 2 1 F 0 0 1 669 
18 34582 3 3 42 5 2 F 0 1 0 570 
18 34582 3 3 43 2 1 F 0 0 1 830 
18 34582 3 3 44 8 2 F 0 1 0 837 
18 34582 3 3 45 5 2 F 0 1 0 796 
18 34582 3 3 46 5 2 F 0 1 0 842 
18 34582 3 3 47 8 2 J 1 1 1 549 
18 34582 3 3 48 8 2 J 1 1 1 551 
18 34582 3 3 49 8 1 F 0 0 1 722 
18 34582 3 3 50 2 1 F 0 0 1 685 
18 34582 3 3 51 5 2 F 0 1 0 634 
18 34582 3 3 52 8 1 F 0 0 1 704 
18 34582 3 3 53 5 1 F 0 0 1 661 
18 34582 3 3 54 8 1 F 0 0 1 601 
18 34582 3 3 55 2 1 F 0 0 1 591 
18 34582 3 3 56 2 2 J 1 1 1 1029 
18 34582 3 3 57 5 1 J 1 0 0 889 
18 34582 3 3 58 8 1 F 0 0 1 679 
18 34582 3 3 59 2 2 J 1 1 1 547 
18 34582 3 3 60 8 1 J 1 0 0 663 
18 34582 4 4 1 8 1 F 0 0 1 1401 
18 34582 4 4 2 8 2 F 0 1 0 623 
18 34582 4 4 3 5 1 F 0 0 1 885 
18 34582 4 4 4 2 1 F 0 0 1 879 
18 34582 4 4 5 8 1 F 0 0 1 711 
18 34582 4 4 6 2 1 F 0 0 1 881 
18 34582 4 4 7 2 1 F 0 0 1 452 
18 34582 4 4 8 5 1 F 0 0 1 625 
18 34582 4 4 9 8 1 F 0 0 1 855 
18 34582 4 4 10 5 2 F 0 1 0 723 
18 34582 4 4 11 5 1 F 0 0 1 659 
18 34582 4 4 12 5 1 F 0 0 1 748 
18 34582 4 4 13 5 1 F 0 0 1 649 
18 34582 4 4 14 5 1 F 0 0 1 580 
18 34582 4 4 15 8 1 F 0 0 1 511 
18 34582 4 4 16 8 1 F 0 0 1 675 
18 34582 4 4 17 8 2 F 0 1 0 673 
18 34582 4 4 18 2 1 F 0 0 1 613 
18 34582 4 4 19 2 1 F 0 0 1 574 
18 34582 4 4 20 2 1 F 0 0 1 606 
18 34582 4 4 21 2 1 F 0 0 1 639 
18 34582 4 4 22 2 1 J 1 0 0 1134 
18 34582 4 4 23 8 1 F 0 0 1 535 
18 34582 4 4 24 5 1 F 0 0 1 717 
18 34582 4 4 25 2 1 F 0 0 1 676 
18 34582 4 4 26 5 1 F 0 0 1 778 
18 34582 4 4 27 2 1 F 0 0 1 630 
18 34582 4 4 28 2 1 F 0 0 1 645 
18 34582 4 4 29 8 1 F 0 0 1 843 
18 34582 4 4 30 2 1 F 0 0 1 544 
18 34582 4 4 31 2 1 F 0 0 1 549 
18 34582 4 4 32 8 1 F 0 0 1 710 
18 34582 4 4 33 5 2 F 0 1 0 687 
18 34582 4 4 34 5 1 J 1 0 0 615 
18 34582 4 4 35 5 1 F 0 0 1 618 
18 34582 4 4 36 5 1 F 0 0 1 579 
18 34582 4 4 37 8 1 F 0 0 1 598 
18 34582 4 4 38 2 1 F 0 0 1 542 
18 34582 4 4 39 8 1 F 0 0 1 824 
18 34582 4 4 40 8 1 F 0 0 1 760 
18 34582 4 4 41 2 2 J 1 1 1 572 
18 34582 4 4 42 2 1 F 0 0 1 743 
18 34582 4 4 43 5 1 F 0 0 1 697 
18 34582 4 4 44 5 1 F 0 0 1 658 
18 34582 4 4 45 5 2 F 0 1 0 508 
18 34582 4 4 46 8 1 J 1 0 0 1854 
18 34582 4 4 47 5 1 F 0 0 1 659 
