Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
19 45774 3 1 1 8 1 F 0 0 1 990 
19 45774 3 1 2 8 2 F 0 1 0 579 
19 45774 3 1 3 2 2 J 1 1 1 486 
19 45774 3 1 4 8 1 F 0 0 1 825 
19 45774 3 1 5 2 1 F 0 0 1 2977 
19 45774 3 1 6 8 2 F 0 1 0 2408 
19 45774 3 1 7 2 1 F 0 0 1 2599 
19 45774 3 1 8 5 1 F 0 0 1 1697 
19 45774 3 1 9 5 2 F 0 1 0 606 
19 45774 3 1 10 8 1 F 0 0 1 821 
19 45774 3 1 11 2 1 F 0 0 1 222 
19 45774 3 1 12 5 2 F 0 1 0 1891 
19 45774 3 1 13 5 2 F 0 1 0 4286 
19 45774 3 1 14 5 2 F 0 1 0 834 
19 45774 3 1 15 2 2 F 0 1 0 281 
19 45774 3 1 16 8 1 F 0 0 1 488 
19 45774 3 1 17 5 1 F 0 0 1 402 
19 45774 3 1 18 2 2 F 0 1 0 736 
19 45774 3 1 19 5 1 F 0 0 1 764 
19 45774 3 1 20 8 1 F 0 0 1 839 
19 45774 3 1 21 2 1 F 0 0 1 1840 
19 45774 3 1 22 5 1 F 0 0 1 497 
19 45774 3 1 23 8 1 F 0 0 1 248 
19 45774 3 1 24 8 1 F 0 0 1 300 
19 45774 3 1 25 5 1 F 0 0 1 189 
19 45774 3 1 26 8 2 F 0 1 0 412 
19 45774 3 1 27 8 1 F 0 0 1 1137 
19 45774 3 1 28 5 1 F 0 0 1 40 
19 45774 3 1 29 2 1 F 0 0 1 82 
19 45774 3 1 30 5 1 F 0 0 1 208 
19 45774 3 1 31 8 1 F 0 0 1 141 
19 45774 3 1 32 2 1 F 0 0 1 376 
19 45774 3 1 33 5 2 F 0 1 0 188 
19 45774 3 1 34 5 1 F 0 0 1 372 
19 45774 3 1 35 5 1 F 0 0 1 20 
19 45774 3 1 36 8 1 F 0 0 1 418 
19 45774 3 1 37 8 2 F 0 1 0 402 
19 45774 3 1 38 2 1 F 0 0 1 207 
19 45774 3 1 39 5 1 F 0 0 1 121 
19 45774 3 1 40 2 2 F 0 1 0 16 
19 45774 3 1 41 2 2 J 1 1 1 791 
19 45774 3 1 42 2 2 J 1 1 1 698 
19 45774 3 1 43 8 1 F 0 0 1 742 
19 45774 3 1 44 2 1 F 0 0 1 519 
19 45774 3 1 45 2 1 F 0 0 1 543 
19 45774 3 1 46 2 1 F 0 0 1 439 
19 45774 3 1 47 5 1 F 0 0 1 483 
19 45774 3 1 48 5 1 F 0 0 1 428 
19 45774 3 1 49 5 2 J 1 1 1 580 
19 45774 3 1 50 8 2 F 0 1 0 672 
19 45774 3 1 51 5 1 F 0 0 1 469 
19 45774 3 1 52 2 1 F 0 0 1 407 
19 45774 3 1 53 2 1 F 0 0 1 424 
19 45774 3 1 54 8 1 F 0 0 1 434 
19 45774 3 1 55 2 1 J 1 0 0 382 
19 45774 3 1 56 8 1 F 0 0 1 377 
19 45774 3 1 57 2 1 F 0 0 1 345 
19 45774 3 1 58 8 2 F 0 1 0 431 
19 45774 3 1 59 8 1 F 0 0 1 448 
19 45774 3 1 60 5 1 F 0 0 1 621 
19 45774 2 2 1 8 1 F 0 0 1 548 
19 45774 2 2 2 5 1 F 0 0 1 390 
19 45774 2 2 3 8 2 F 0 1 0 617 
19 45774 2 2 4 2 1 F 0 0 1 445 
19 45774 2 2 5 8 2 F 0 1 0 425 
19 45774 2 2 6 8 2 F 0 1 0 454 
19 45774 2 2 7 2 2 J 1 1 1 536 
19 45774 2 2 8 2 1 F 0 0 1 456 
19 45774 2 2 9 5 2 F 0 1 0 540 
19 45774 2 2 10 5 2 F 0 1 0 667 
19 45774 2 2 11 2 2 J 1 1 1 568 
19 45774 2 2 12 5 1 F 0 0 1 637 
19 45774 2 2 13 2 2 J 1 1 1 672 
19 45774 2 2 14 2 1 F 0 0 1 521 
19 45774 2 2 15 2 1 F 0 0 1 558 
19 45774 2 2 16 5 2 J 1 1 1 723 
19 45774 2 2 17 8 1 F 0 0 1 473 
19 45774 2 2 18 2 2 J 1 1 1 537 
19 45774 2 2 19 8 2 J 1 1 1 721 
19 45774 2 2 20 2 1 F 0 0 1 632 
19 45774 2 2 21 2 2 J 1 1 1 486 
19 45774 2 2 22 8 1 F 0 0 1 560 
19 45774 2 2 23 2 2 J 1 1 1 590 
19 45774 2 2 24 8 1 F 0 0 1 625 
19 45774 2 2 25 2 2 J 1 1 1 525 
19 45774 2 2 26 8 2 F 0 1 0 691 
19 45774 2 2 27 5 1 F 0 0 1 539 
19 45774 2 2 28 5 2 J 1 1 1 756 
19 45774 2 2 29 5 2 F 0 1 0 571 
19 45774 2 2 30 5 2 J 1 1 1 620 
19 45774 2 2 31 2 1 F 0 0 1 527 
19 45774 2 2 32 2 1 F 0 0 1 480 
19 45774 2 2 33 8 1 F 0 0 1 505 
19 45774 2 2 34 5 2 J 1 1 1 836 
19 45774 2 2 35 5 2 F 0 1 0 508 
19 45774 2 2 36 2 2 J 1 1 1 567 
19 45774 2 2 37 5 1 F 0 0 1 652 
19 45774 2 2 38 5 1 F 0 0 1 788 
19 45774 2 2 39 8 2 F 0 1 0 545 
19 45774 2 2 40 8 1 F 0 0 1 471 
19 45774 2 2 41 2 1 F 0 0 1 488 
19 45774 2 2 42 8 1 F 0 0 1 489 
19 45774 2 2 43 8 1 F 0 0 1 522 
19 45774 2 2 44 8 2 J 1 1 1 796 
19 45774 2 2 45 8 1 F 0 0 1 588 
19 45774 2 2 46 5 1 F 0 0 1 546 
19 45774 2 2 47 2 2 J 1 1 1 521 
19 45774 2 2 48 8 2 F 0 1 0 490 
19 45774 2 2 49 5 2 J 1 1 1 565 
19 45774 2 2 50 5 1 F 0 0 1 685 
19 45774 2 2 51 8 2 F 0 1 0 713 
19 45774 2 2 52 2 1 F 0 0 1 616 
19 45774 2 2 53 2 1 F 0 0 1 486 
19 45774 2 2 54 5 1 F 0 0 1 475 
19 45774 2 2 55 2 2 F 0 1 0 528 
19 45774 2 2 56 8 1 F 0 0 1 578 
19 45774 2 2 57 8 2 F 0 1 0 514 
19 45774 2 2 58 5 1 F 0 0 1 462 
19 45774 2 2 59 5 2 J 1 1 1 717 
19 45774 2 2 60 5 1 F 0 0 1 627 
19 45774 1 3 1 5 2 J 1 1 1 618 
19 45774 1 3 2 8 2 F 0 1 0 634 
19 45774 1 3 3 8 2 J 1 1 1 467 
19 45774 1 3 4 8 2 F 0 1 0 582 
19 45774 1 3 5 8 2 F 0 1 0 713 
19 45774 1 3 6 2 1 F 0 0 1 617 
19 45774 1 3 7 2 1 F 0 0 1 612 
19 45774 1 3 8 2 2 J 1 1 1 592 
19 45774 1 3 9 5 2 J 1 1 1 843 
19 45774 1 3 10 5 2 F 0 1 0 618 
19 45774 1 3 11 2 2 F 0 1 0 1679 
19 45774 1 3 12 2 1 F 0 0 1 630 
19 45774 1 3 13 8 2 J 1 1 1 904 
19 45774 1 3 14 2 2 J 1 1 1 4256 
19 45774 1 3 15 5 2 J 1 1 1 402 
19 45774 1 3 16 5 2 J 1 1 1 490 
19 45774 1 3 17 8 2 J 1 1 1 1138 
19 45774 1 3 18 2 2 J 1 1 1 529 
19 45774 1 3 19 5 1 J 1 0 0 4 
19 45774 1 3 20 2 1 J 1 0 0 646 
19 45774 1 3 21 2 1 J 1 0 0 310 
19 45774 1 3 22 5 2 J 1 1 1 700 
19 45774 1 3 23 8 2 F 0 1 0 681 
19 45774 1 3 24 8 2 F 0 1 0 713 
19 45774 1 3 25 2 2 J 1 1 1 472 
19 45774 1 3 26 8 1 F 0 0 1 586 
19 45774 1 3 27 8 1 F 0 0 1 784 
19 45774 1 3 28 2 2 J 1 1 1 408 
19 45774 1 3 29 8 1 F 0 0 1 561 
19 45774 1 3 30 8 1 F 0 0 1 651 
19 45774 1 3 31 5 1 F 0 0 1 598 
19 45774 1 3 32 8 2 F 0 1 0 638 
19 45774 1 3 33 8 2 F 0 1 0 612 
19 45774 1 3 34 2 2 J 1 1 1 338 
19 45774 1 3 35 5 1 F 0 0 1 686 
19 45774 1 3 36 5 2 J 1 1 1 470 
19 45774 1 3 37 8 2 J 1 1 1 691 
19 45774 1 3 38 5 1 F 0 0 1 541 
19 45774 1 3 39 2 2 J 1 1 1 374 
19 45774 1 3 40 5 2 J 1 1 1 462 
19 45774 1 3 41 8 2 J 1 1 1 626 
19 45774 1 3 42 2 2 J 1 1 1 576 
19 45774 1 3 43 8 2 F 0 1 0 691 
19 45774 1 3 44 5 2 J 1 1 1 533 
19 45774 1 3 45 2 1 F 0 0 1 632 
19 45774 1 3 46 2 2 J 1 1 1 400 
19 45774 1 3 47 8 2 J 1 1 1 670 
19 45774 1 3 48 2 2 J 1 1 1 384 
19 45774 1 3 49 5 2 F 0 1 0 557 
19 45774 1 3 50 5 1 F 0 0 1 741 
19 45774 1 3 51 2 2 J 1 1 1 462 
19 45774 1 3 52 5 2 J 1 1 1 659 
19 45774 1 3 53 5 2 J 1 1 1 654 
19 45774 1 3 54 5 2 J 1 1 1 613 
19 45774 1 3 55 8 1 J 1 0 0 442 
19 45774 1 3 56 5 1 J 1 0 0 423 
19 45774 1 3 57 2 2 J 1 1 1 453 
19 45774 1 3 58 8 1 J 1 0 0 450 
19 45774 1 3 59 2 2 J 1 1 1 409 
19 45774 1 3 60 5 2 J 1 1 1 550 
