Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
18 45803 3 1 1 8 2 J 1 1 1 1994 
18 45803 3 1 2 5 1 F 0 0 1 742 
18 45803 3 1 3 5 1 F 0 0 1 600 
18 45803 3 1 4 2 2 J 1 1 1 573 
18 45803 3 1 5 5 2 F 0 1 0 508 
18 45803 3 1 6 8 1 F 0 0 1 1182 
18 45803 3 1 7 2 2 J 1 1 1 484 
18 45803 3 1 8 2 1 F 0 0 1 517 
18 45803 3 1 9 2 1 F 0 0 1 716 
18 45803 3 1 10 8 1 J 1 0 0 830 
18 45803 3 1 11 8 1 F 0 0 1 440 
18 45803 3 1 12 8 2 J 1 1 1 897 
18 45803 3 1 13 8 1 F 0 0 1 966 
18 45803 3 1 14 8 1 F 0 0 1 792 
18 45803 3 1 15 8 1 F 0 0 1 494 
18 45803 3 1 16 5 1 F 0 0 1 418 
18 45803 3 1 17 5 1 F 0 0 1 481 
18 45803 3 1 18 2 1 F 0 0 1 734 
18 45803 3 1 19 2 1 F 0 0 1 566 
18 45803 3 1 20 5 1 F 0 0 1 396 
18 45803 3 1 21 2 1 F 0 0 1 355 
18 45803 3 1 22 5 1 F 0 0 1 379 
18 45803 3 1 23 5 1 F 0 0 1 426 
18 45803 3 1 24 2 1 F 0 0 1 514 
18 45803 3 1 25 2 1 F 0 0 1 382 
18 45803 3 1 26 5 1 F 0 0 1 455 
18 45803 3 1 27 5 2 F 0 1 0 378 
18 45803 3 1 28 8 2 F 0 1 0 893 
18 45803 3 1 29 2 1 F 0 0 1 471 
18 45803 3 1 30 2 2 J 1 1 1 683 
18 45803 3 1 31 5 1 F 0 0 1 715 
18 45803 3 1 32 5 2 J 1 1 1 1003 
18 45803 3 1 33 8 2 F 0 1 0 809 
18 45803 3 1 34 8 2 J 1 1 1 624 
18 45803 3 1 35 2 1 F 0 0 1 639 
18 45803 3 1 36 5 1 F 0 0 1 584 
18 45803 3 1 37 2 1 F 0 0 1 534 
18 45803 3 1 38 8 1 F 0 0 1 496 
18 45803 3 1 39 2 1 F 0 0 1 582 
18 45803 3 1 40 2 1 J 1 0 0 488 
18 45803 3 1 41 8 1 F 0 0 1 796 
18 45803 3 1 42 8 1 F 0 0 1 487 
18 45803 3 1 43 2 2 F 0 1 0 392 
18 45803 3 1 44 8 1 F 0 0 1 638 
18 45803 3 1 45 2 2 J 1 1 1 732 
18 45803 3 1 46 2 1 J 1 0 0 758 
18 45803 3 1 47 8 1 F 0 0 1 812 
18 45803 3 1 48 5 1 J 1 0 0 401 
18 45803 3 1 49 2 2 J 1 1 1 515 
18 45803 3 1 50 8 1 J 1 0 0 1011 
18 45803 3 1 51 5 2 J 1 1 1 754 
18 45803 3 1 52 5 2 F 0 1 0 1364 
18 45803 3 1 53 8 1 F 0 0 1 844 
18 45803 3 1 54 8 1 F 0 0 1 832 
18 45803 3 1 55 8 2 F 0 1 0 689 
18 45803 3 1 56 5 1 F 0 0 1 697 
18 45803 3 1 57 5 1 F 0 0 1 762 
18 45803 3 1 58 5 1 F 0 0 1 569 
18 45803 3 1 59 5 2 F 0 1 0 643 
18 45803 3 1 60 2 1 F 0 0 1 605 
18 45803 0 2 1 2 1 F 0 0 1 1237 
18 45803 0 2 2 5 2 J 1 1 1 647 
18 45803 0 2 3 5 2 J 1 1 1 448 
18 45803 0 2 4 8 2 J 1 1 1 487 
18 45803 0 2 5 5 2 J 1 1 1 395 
18 45803 0 2 6 5 2 J 1 1 1 580 
18 45803 0 2 7 2 2 J 1 1 1 556 
18 45803 0 2 8 8 1 J 1 0 0 478 
18 45803 0 2 9 8 2 F 0 1 0 865 
18 45803 0 2 10 8 1 J 1 0 0 528 
18 45803 0 2 11 2 2 J 1 1 1 576 
18 45803 0 2 12 2 1 F 0 0 1 893 
18 45803 0 2 13 5 2 J 1 1 1 412 
18 45803 0 2 14 5 2 J 1 1 1 531 
18 45803 0 2 15 8 2 J 1 1 1 476 
18 45803 0 2 16 2 2 J 1 1 1 620 
18 45803 0 2 17 2 2 J 1 1 1 799 
18 45803 0 2 18 2 2 J 1 1 1 923 
18 45803 0 2 19 5 2 J 1 1 1 542 
18 45803 0 2 20 5 2 J 1 1 1 690 
18 45803 0 2 21 8 2 J 1 1 1 423 
