Subj Seed Prop Blk Trl SetSize Lag key keyIdx CorrResp ACC RT
16 79250 4 1 1 2 1 F 0 0 1 1894 
16 79250 4 1 2 8 2 F 0 1 0 1361 
16 79250 4 1 3 5 1 F 0 0 1 1138 
16 79250 4 1 4 5 1 F 0 0 1 794 
16 79250 4 1 5 5 1 F 0 0 1 660 
16 79250 4 1 6 5 2 F 0 1 0 521 
16 79250 4 1 7 5 1 F 0 0 1 877 
16 79250 4 1 8 5 1 F 0 0 1 867 
16 79250 4 1 9 8 1 F 0 0 1 2063 
16 79250 4 1 10 2 1 F 0 0 1 2232 
16 79250 4 1 11 2 1 F 0 0 1 1331 
16 79250 4 1 12 8 1 F 0 0 1 3031 
16 79250 4 1 13 8 1 F 0 0 1 604 
16 79250 4 1 14 8 1 F 0 0 1 800 
16 79250 4 1 15 2 1 F 0 0 1 2689 
16 79250 4 1 16 8 1 F 0 0 1 1565 
16 79250 4 1 17 5 1 F 0 0 1 765 
16 79250 4 1 18 2 1 F 0 0 1 623 
16 79250 4 1 19 2 1 F 0 0 1 1950 
16 79250 4 1 20 2 2 F 0 1 0 838 
16 79250 4 1 21 8 1 F 0 0 1 891 
16 79250 4 1 22 2 1 F 0 0 1 654 
16 79250 4 1 23 8 1 F 0 0 1 658 
16 79250 4 1 24 8 1 F 0 0 1 887 
16 79250 4 1 25 5 1 F 0 0 1 539 
16 79250 4 1 26 8 2 F 0 1 0 610 
16 79250 4 1 27 5 1 F 0 0 1 514 
16 79250 4 1 28 2 1 F 0 0 1 414 
16 79250 4 1 29 2 1 F 0 0 1 431 
16 79250 4 1 30 8 1 F 0 0 1 1892 
16 79250 4 1 31 2 2 J 1 1 1 1676 
16 79250 4 1 32 5 1 F 0 0 1 993 
16 79250 4 1 33 5 1 F 0 0 1 1314 
16 79250 4 1 34 5 1 F 0 0 1 778 
16 79250 4 1 35 8 1 F 0 0 1 479 
16 79250 4 1 36 8 1 F 0 0 1 2174 
16 79250 4 1 37 2 1 F 0 0 1 863 
16 79250 4 1 38 2 1 F 0 0 1 615 
16 79250 4 1 39 5 1 F 0 0 1 476 
16 79250 4 1 40 8 1 F 0 0 1 491 
16 79250 4 1 41 2 1 F 0 0 1 543 
16 79250 4 1 42 8 1 F 0 0 1 359 
16 79250 4 1 43 2 1 F 0 0 1 412 
16 79250 4 1 44 2 1 F 0 0 1 501 
16 79250 4 1 45 8 1 F 0 0 1 440 
16 79250 4 1 46 8 1 F 0 0 1 455 
16 79250 4 1 47 5 2 F 0 1 0 436 
16 79250 4 1 48 2 1 F 0 0 1 460 
16 79250 4 1 49 2 2 F 0 1 0 484 
16 79250 4 1 50 5 1 F 0 0 1 802 
16 79250 4 1 51 5 1 F 0 0 1 1451 
16 79250 4 1 52 2 1 F 0 0 1 1429 
16 79250 4 1 53 5 2 F 0 1 0 537 
16 79250 4 1 54 8 1 F 0 0 1 1175 
16 79250 4 1 55 8 2 F 0 1 0 437 
16 79250 4 1 56 5 1 F 0 0 1 433 
16 79250 4 1 57 5 1 F 0 0 1 421 
16 79250 4 1 58 8 1 F 0 0 1 557 
16 79250 4 1 59 2 1 F 0 0 1 437 
16 79250 4 1 60 5 1 F 0 0 1 466 
16 79250 3 2 1 2 1 F 0 0 1 1073 
16 79250 3 2 2 2 2 J 1 1 1 1630 
16 79250 3 2 3 2 1 F 0 0 1 823 
16 79250 3 2 4 5 2 F 0 1 0 847 
16 79250 3 2 5 5 1 F 0 0 1 1735 
16 79250 3 2 6 8 1 F 0 0 1 726 
16 79250 3 2 7 2 1 F 0 0 1 639 
16 79250 3 2 8 5 1 F 0 0 1 859 
16 79250 3 2 9 2 1 F 0 0 1 1693 
16 79250 3 2 10 5 1 F 0 0 1 1493 
16 79250 3 2 11 5 1 F 0 0 1 776 
16 79250 3 2 12 5 2 F 0 1 0 777 
16 79250 3 2 13 5 1 F 0 0 1 714 
16 79250 3 2 14 8 2 F 0 1 0 577 
16 79250 3 2 15 5 2 J 1 1 1 1674 
16 79250 3 2 16 2 1 F 0 0 1 558 
16 79250 3 2 17 2 2 J 1 1 1 1436 
16 79250 3 2 18 8 2 J 1 1 1 1193 
16 79250 3 2 19 8 1 F 0 0 1 698 
16 79250 3 2 20 2 1 F 0 0 1 669 
16 79250 3 2 21 2 2 F 0 1 0 863 
16 79250 3 2 22 5 1 F 0 0 1 739 
16 79250 3 2 23 8 2 F 0 1 0 728 
16 79250 3 2 24 5 2 J 1 1 1 1348 
16 79250 3 2 25 2 2 J 1 1 1 1199 
16 79250 3 2 26 2 1 F 0 0 1 901 
16 79250 3 2 27 8 1 F 0 0 1 701 
16 79250 3 2 28 2 2 J 1 1 1 1870 
16 79250 3 2 29 5 2 J 1 1 1 1787 
16 79250 3 2 30 8 1 F 0 0 1 3710 
16 79250 3 2 31 5 1 F 0 0 1 964 
16 79250 3 2 32 2 2 J 1 1 1 1246 
16 79250 3 2 33 2 1 F 0 0 1 1502 
16 79250 3 2 34 5 1 J 1 0 0 3943 
16 79250 3 2 35 8 1 F 0 0 1 983 
16 79250 3 2 36 2 1 F 0 0 1 1269 
16 79250 3 2 37 8 1 F 0 0 1 967 
16 79250 3 2 38 8 1 F 0 0 1 799 
16 79250 3 2 39 5 1 F 0 0 1 1593 
16 79250 3 2 40 8 1 F 0 0 1 1575 
16 79250 3 2 41 5 1 F 0 0 1 706 
16 79250 3 2 42 8 2 F 0 1 0 640 
16 79250 3 2 43 8 2 F 0 1 0 856 
16 79250 3 2 44 2 1 F 0 0 1 939 
16 79250 3 2 45 8 1 F 0 0 1 607 
16 79250 3 2 46 8 1 F 0 0 1 713 
16 79250 3 2 47 2 1 F 0 0 1 829 
16 79250 3 2 48 2 1 F 0 0 1 533 
16 79250 3 2 49 5 2 J 1 1 1 1737 
16 79250 3 2 50 2 1 F 0 0 1 584 
16 79250 3 2 51 5 1 F 0 0 1 784 
16 79250 3 2 52 5 1 F 0 0 1 866 
16 79250 3 2 53 8 2 F 0 1 0 767 
16 79250 3 2 54 2 1 F 0 0 1 3005 
16 79250 3 2 55 8 1 F 0 0 1 1715 
16 79250 3 2 56 8 1 F 0 0 1 745 
16 79250 3 2 57 5 1 F 0 0 1 677 
16 79250 3 2 58 5 1 F 0 0 1 841 
16 79250 3 2 59 8 1 F 0 0 1 574 
16 79250 3 2 60 8 1 F 0 0 1 554 
16 79250 1 3 1 5 2 J 1 1 1 1288 
16 79250 1 3 2 2 2 J 1 1 1 893 
16 79250 1 3 3 5 2 F 0 1 0 1389 
16 79250 1 3 4 2 2 J 1 1 1 518 
16 79250 1 3 5 8 2 F 0 1 0 1364 
16 79250 1 3 6 5 2 F 0 1 0 2133 
16 79250 1 3 7 8 2 J 1 1 1 1138 
16 79250 1 3 8 2 1 F 0 0 1 1031 
16 79250 1 3 9 8 2 F 0 1 0 2113 
16 79250 1 3 10 2 2 J 1 1 1 740 
16 79250 1 3 11 8 1 J 1 0 0 1224 
16 79250 1 3 12 8 1 J 1 0 0 1151 
16 79250 1 3 13 8 2 J 1 1 1 855 
16 79250 1 3 14 2 1 F 0 0 1 1348 
16 79250 1 3 15 2 2 J 1 1 1 1159 
16 79250 1 3 16 5 1 J 1 0 0 915 
16 79250 1 3 17 8 2 F 0 1 0 1825 
16 79250 1 3 18 8 2 J 1 1 1 981 
16 79250 1 3 19 5 1 J 1 0 0 697 
16 79250 1 3 20 2 2 J 1 1 1 686 
16 79250 1 3 21 5 2 J 1 1 1 763 
16 79250 1 3 22 8 1 J 1 0 0 717 
16 79250 1 3 23 2 2 J 1 1 1 670 
16 79250 1 3 24 8 2 J 1 1 1 702 
16 79250 1 3 25 2 1 F 0 0 1 1429 
16 79250 1 3 26 8 1 F 0 0 1 2257 
16 79250 1 3 27 8 2 F 0 1 0 1365 
16 79250 1 3 28 5 2 J 1 1 1 580 
16 79250 1 3 29 5 1 J 1 0 0 995 
16 79250 1 3 30 8 2 F 0 1 0 1519 
16 79250 1 3 31 5 2 J 1 1 1 699 
16 79250 1 3 32 2 2 J 1 1 1 638 
